id,depot_lat,depot_long,drive_limit,duty_limit,start_date,end_date,weekday,start_time,end_time,off_duty
38,44.8849345,-93.2131232,10,15,1/1/2022,,2,15:00,2:30,FALSE
38,44.8849345,-93.2131232,10,15,1/1/2022,,3,15:00,2:30,FALSE
38,44.8849345,-93.2131232,10,15,1/1/2022,,4,15:00,2:30,FALSE
38,44.8849345,-93.2131232,10,15,1/1/2022,,5,15:00,2:30,FALSE
38,44.8849345,-93.2131232,10,15,1/1/2022,,6,15:00,2:30,TRUE
38,44.8849345,-93.2131232,10,15,1/1/2022,,7,15:00,2:30,TRUE
39,44.8849345,-93.2131232,10,15,1/1/2022,,1,15:00,2:30,FALSE
39,44.8849345,-93.2131232,10,15,1/1/2022,,2,15:00,2:30,FALSE
39,44.8849345,-93.2131232,10,15,1/1/2022,,3,15:00,2:30,FALSE
39,44.8849345,-93.2131232,10,15,1/1/2022,,4,15:00,2:30,FALSE
39,44.8849345,-93.2131232,10,15,1/1/2022,,5,15:00,2:30,FALSE
39,44.8849345,-93.2131232,10,15,1/1/2022,,6,15:00,2:30,TRUE
39,44.8849345,-93.2131232,10,15,1/1/2022,,7,15:00,2:30,TRUE
40,44.8849345,-93.2131232,10,15,1/1/2022,,1,3:30,15:00,TRUE
40,44.8849345,-93.2131232,10,15,1/1/2022,,2,3:30,15:00,TRUE
40,44.8849345,-93.2131232,10,15,1/1/2022,,3,3:30,15:00,TRUE
40,44.8849345,-93.2131232,10,15,1/1/2022,,4,3:30,15:00,TRUE
40,44.8849345,-93.2131232,10,15,1/1/2022,,5,3:30,15:00,TRUE
40,44.8849345,-93.2131232,10,15,1/1/2022,,6,3:30,15:00,FALSE
40,44.8849345,-93.2131232,10,15,1/1/2022,,7,3:30,15:00,FALSE
41,44.8849345,-93.2131232,10,15,1/1/2022,,1,3:30,15:00,TRUE
41,44.8849345,-93.2131232,10,15,1/1/2022,,2,3:30,15:00,TRUE
41,44.8849345,-93.2131232,10,15,1/1/2022,,3,3:30,15:00,TRUE
41,44.8849345,-93.2131232,10,15,1/1/2022,,4,3:30,15:00,TRUE
41,44.8849345,-93.2131232,10,15,1/1/2022,,5,3:30,15:00,TRUE
41,44.8849345,-93.2131232,10,15,1/1/2022,,6,3:30,15:00,FALSE
41,44.8849345,-93.2131232,10,15,1/1/2022,,7,3:30,15:00,FALSE
42,44.8849345,-93.2131232,10,15,1/1/2022,,1,10:30,22:30,TRUE
42,44.8849345,-93.2131232,10,15,1/1/2022,,2,10:30,22:30,TRUE
42,44.8849345,-93.2131232,10,15,1/1/2022,,3,10:30,22:30,TRUE
42,44.8849345,-93.2131232,10,15,1/1/2022,,4,10:30,22:30,TRUE
42,44.8849345,-93.2131232,10,15,1/1/2022,,5,10:30,22:30,TRUE
42,44.8849345,-93.2131232,10,15,1/1/2022,,6,10:30,22:30,FALSE
42,44.8849345,-93.2131232,10,15,1/1/2022,,7,10:30,22:30,FALSE
43,44.8849345,-93.2131232,10,15,1/1/2022,,1,10:30,22:30,TRUE
43,44.8849345,-93.2131232,10,15,1/1/2022,,2,10:30,22:30,TRUE
43,44.8849345,-93.2131232,10,15,1/1/2022,,3,10:30,22:30,TRUE
